œ– √(2), ÏŒÏ	¡œ– √(2), ŒÏ	œ– √(4), ÏŒÏ	¡œ– √(4), ŒÏ	œ– √(5), ÏŒÏ	¡œ– √(5), ŒÏ	œ– √(7), ÏŒÏ	¡œ– √(7), ŒÏ	œ– √(8), ÏŒÏ	¡œ– √(8), ŒÏ	œ– √(10), ÏŒÏ	¡œ– √(10), ŒÏ	œ– √(13), ÏŒÏ	¡œ– √(13), ŒÏ	œ– √(14), ÏŒÏ	¡œ– √(14), ŒÏ	› √(16), ÏÍ¬	“– √(32), ÏŒÏ	
-58.000	64.024	2.400	8.692	-1.200	12.508	15.600	94.605	40.400	83.263	12.800	72.928	-3.600	25.440	25.200	108.597	0.000	-6.400	
-58.000	64.024	2.000	8.692	-1.200	12.508	15.600	94.658	39.600	83.263	12.400	72.928	-4.800	25.387	25.200	108.597	-18.551	-6.400	
-58.000	64.024	2.400	8.692	-0.800	12.508	15.200	94.605	38.400	83.210	12.400	72.981	-6.000	25.387	25.200	108.597	-29.682	-6.400	
-58.000	64.024	2.400	8.692	0.400	12.508	15.200	94.658	37.200	83.210	12.000	72.981	-6.400	25.387	25.600	108.597	-22.261	-6.400	
-58.000	64.024	2.800	8.745	1.600	12.614	14.800	94.605	36.800	83.210	11.600	72.928	-6.800	25.387	26.400	108.597	-25.971	-6.400	
-58.000	64.024	2.800	8.745	2.000	12.667	14.800	94.605	36.400	83.263	11.600	72.981	-6.800	25.387	26.800	108.597	-29.682	-6.400	
-57.600	64.024	2.800	8.745	1.200	12.667	14.400	94.605	36.000	83.263	11.200	72.981	-6.000	25.387	27.200	108.597	-27.827	-6.400	
-57.600	64.024	2.800	8.745	1.200	12.667	14.400	94.658	35.200	83.210	11.200	72.981	-5.200	25.387	27.200	108.597	-27.827	-6.400	
-57.200	64.024	2.800	8.745	2.000	12.614	14.400	94.605	34.800	83.210	10.800	72.928	-4.000	25.387	26.800	108.597	-18.551	-6.800	
-57.200	64.024	2.800	8.692	2.800	12.561	14.400	94.605	35.200	83.210	10.800	72.981	-2.000	25.387	26.000	108.597	0.000	-7.200	
-57.200	64.024	2.800	8.692	2.000	12.508	14.000	94.605	35.600	83.210	10.800	72.981	0.000	25.387	26.000	108.597	7.420	-7.600	
-57.200	64.024	2.400	8.692	0.400	12.508	13.600	94.605	36.000	83.263	10.800	72.928	1.600	25.387	25.200	108.597	16.696	-8.000	
-57.200	64.024	2.000	8.692	-0.400	12.508	13.600	94.658	36.000	83.210	10.800	72.981	2.400	25.387	24.400	108.597	33.392	-8.400	
-57.200	64.024	2.000	8.692	-0.400	12.561	13.200	94.658	36.400	83.210	10.800	72.928	3.200	25.387	23.600	108.597	57.508	-8.800	
-57.200	64.024	1.600	8.745	0.000	12.614	13.200	94.605	36.800	83.210	10.400	72.928	4.000	25.387	23.200	108.597	64.929	-8.800	
-57.200	64.024	1.600	8.745	-0.800	12.667	12.800	94.605	37.200	83.210	10.400	72.928	5.200	25.334	22.400	108.597	55.653	-9.200	
-57.200	64.024	0.800	8.745	-2.000	12.667	12.800	94.605	37.600	83.210	10.400	72.928	6.000	25.334	21.600	108.597	46.378	-9.200	
-57.200	64.024	0.400	8.745	-2.400	12.667	12.400	94.658	38.000	83.263	10.400	72.928	7.200	25.387	20.800	108.597	33.392	-9.600	
-57.600	64.024	0.400	8.745	-2.000	12.614	12.000	94.658	38.400	83.210	10.000	72.928	8.000	25.387	20.400	108.597	27.827	-9.600	
-57.600	64.024	0.800	8.692	-1.600	12.561	12.000	94.658	39.200	83.210	10.000	72.981	8.400	25.387	20.400	108.597	29.682	-9.600	
-58.000	64.024	0.800	8.692	-2.000	12.508	11.600	94.658	39.600	83.210	10.000	72.981	8.800	25.387	20.400	108.597	14.841	-9.600	
-58.000	64.024	0.800	8.692	-3.600	12.508	11.600	94.605	39.600	83.210	9.600	72.981	8.800	25.387	20.800	108.597	-1.855	-9.600	
-58.400	64.024	1.200	8.692	-4.400	12.508	11.200	94.658	38.800	83.210	9.600	72.981	8.400	25.387	20.800	108.597	-3.710	-9.200	
-58.400	64.024	1.600	8.692	-4.400	12.561	11.200	94.605	38.400	83.263	9.200	72.981	8.000	25.387	20.400	108.597	-5.565	-9.200	
-58.800	64.024	1.600	8.745	-4.000	12.614	10.800	94.658	38.000	83.210	9.200	72.981	7.600	25.387	20.400	108.597	-24.116	-9.200	
-59.200	64.024	1.600	8.745	-4.400	12.667	10.400	94.658	37.600	83.210	9.200	72.928	6.000	25.387	20.400	108.597	-33.392	-9.200	
-59.200	64.024	2.000	8.745	-6.000	12.667	10.000	94.658	36.800	83.263	8.800	72.981	4.400	25.387	20.000	108.597	-31.537	-8.800	
-59.600	64.024	2.000	8.745	-6.800	12.667	10.000	94.605	36.400	83.210	8.800	72.981	2.000	25.387	20.000	108.597	-38.957	-8.800	
-60.000	64.024	2.400	8.745	-6.000	12.614	10.000	94.605	36.400	83.210	8.400	72.981	0.000	25.387	19.600	108.597	-50.088	-8.400	
-60.800	64.024	2.800	8.692	-4.800	12.561	9.600	94.658	37.200	83.210	8.400	72.981	-2.000	25.387	19.200	108.597	-51.943	-8.000	
-61.200	64.024	2.400	8.692	-4.400	12.508	9.600	94.658	38.000	83.210	8.400	72.981	-3.200	25.387	18.800	108.597	-46.378	-7.600	
-61.600	64.024	2.000	8.692	-4.800	12.508	9.200	94.658	38.400	83.210	8.400	72.981	-4.400	25.387	18.400	108.597	-44.522	-7.600	
-62.000	64.077	1.600	8.692	-4.000	12.508	8.800	94.658	38.800	83.210	8.000	72.928	-6.000	25.387	17.200	108.597	-53.798	-7.200	
-62.800	64.077	1.600	8.692	-2.800	12.561	8.800	94.658	39.600	83.210	8.000	72.981	-6.400	25.387	16.800	108.597	-59.363	-6.800	
-63.200	64.077	1.200	8.745	-1.200	12.614	8.800	94.658	40.800	83.210	8.000	72.928	-6.400	25.387	16.400	108.597	-48.233	-6.400	
-64.000	64.024	1.200	8.745	-0.800	12.667	8.400	94.658	41.600	83.263	8.400	72.981	-6.000	25.387	16.400	108.597	-24.116	-6.000	
-64.800	64.077	0.800	8.745	-0.800	12.667	8.400	94.658	41.600	83.210	8.800	72.981	-5.600	25.387	16.400	108.597	-14.841	-5.600	
-65.200	64.077	0.800	8.745	-0.800	12.667	8.000	94.658	41.600	83.210	8.800	72.928	-5.200	25.387	16.400	108.597	-31.537	-5.200	
-66.000	64.077	0.800	8.745	0.800	12.614	8.000	94.658	41.600	83.210	9.200	72.928	-4.800	25.387	16.000	108.597	-48.233	-5.200	
-66.800	64.077	0.800	8.692	2.000	12.561	7.600	94.658	42.000	83.210	9.200	72.981	-4.400	25.387	15.600	108.597	-53.798	-4.800	
-67.200	64.077	0.400	8.692	2.400	12.508	7.200	94.658	42.000	83.210	9.600	72.981	-4.400	25.387	15.600	108.597	-53.798	-4.400	
-68.000	64.077	0.400	8.692	2.000	12.508	6.800	94.658	41.200	83.263	10.000	72.981	-4.800	25.387	16.000	108.597	-55.653	-4.400	
-68.400	64.077	0.000	8.692	2.000	12.508	6.800	94.658	40.400	83.263	10.000	72.981	-5.600	25.387	16.000	108.597	-66.784	-4.000	
-69.200	64.077	0.000	8.745	2.800	12.561	6.400	94.658	39.600	83.210	10.400	72.981	-6.800	25.387	15.600	108.597	-79.769	-3.600	
-69.600	64.077	0.000	8.745	3.600	12.614	6.400	94.658	39.200	83.263	10.400	72.981	-8.000	25.387	15.600	108.597	-76.059	-3.600	
-70.000	64.077	0.000	8.745	3.600	12.667	6.000	94.658	38.400	83.210	10.800	72.928	-8.800	25.387	16.400	108.597	-64.929	-3.200	
-70.400	64.077	-0.400	8.745	2.800	12.667	6.000	94.658	37.200	83.263	10.800	72.981	-8.800	25.387	16.800	108.597	-59.363	-2.800	
-70.800	64.077	-0.400	8.745	2.400	12.667	6.400	94.658	36.400	83.263	11.200	72.928	-8.400	25.387	16.800	108.597	-53.798	-2.800	
-70.800	64.077	0.000	8.745	3.200	12.614	6.400	94.658	35.600	83.263	11.200	72.981	-8.000	25.387	17.200	108.597	-38.957	-2.800	
-71.200	64.077	0.000	8.692	4.000	12.561	6.400	94.658	35.200	83.210	11.600	72.928	-8.000	25.387	17.600	108.597	-25.971	-2.800	
-71.600	64.077	0.000	8.692	3.600	12.508	6.800	94.658	34.800	83.210	12.000	72.928	-7.200	25.387	18.000	108.597	-27.827	-2.800	
-72.000	64.077	-0.400	8.692	2.800	12.508	6.800	94.658	34.400	83.210	12.000	72.981	-6.800	25.387	18.800	108.597	-40.812	-2.800	
-72.000	64.077	-0.800	8.692	2.400	12.508	7.200	94.658	33.600	83.210	12.400	72.928	-6.400	25.387	19.200	108.597	-40.812	-2.800	
-72.000	64.077	-0.400	8.692	3.200	12.561	7.600	94.658	33.600	83.210	12.400	72.928	-5.600	25.387	19.600	108.597	-38.957	-2.800	
-72.400	64.077	-0.800	8.745	4.000	12.614	8.000	94.658	33.600	83.263	12.400	72.981	-5.200	25.334	20.400	108.597	-57.508	-3.200	
-72.400	64.077	-1.200	8.745	4.000	12.667	8.000	94.658	33.600	83.210	12.400	72.928	-4.400	25.334	20.800	108.597	-83.480	-3.200	
-72.400	64.077	-2.000	8.745	3.200	12.667	8.400	94.658	33.600	83.263	12.400	72.928	-3.600	25.387	21.200	108.597	-103.886	-3.200	
-72.400	64.077	-2.000	8.745	2.800	12.667	8.800	94.658	33.200	83.210	12.400	72.981	-3.200	25.387	21.600	108.597	-128.002	-3.200	
-72.400	64.077	-2.400	8.692	4.000	12.614	8.800	94.658	33.600	83.210	12.400	72.928	-2.400	25.387	22.400	108.597	-148.408	-3.200	
-72.000	64.077	-2.000	8.745	4.800	12.561	9.200	94.658	34.400	83.210	12.000	72.981	-1.600	25.387	23.600	108.597	-157.684	-3.200	
-72.000	64.077	-2.400	8.692	4.800	12.508	9.200	94.605	34.400	83.263	12.000	72.981	0.000	25.387	24.400	108.597	-161.394	-3.200	
-71.600	64.077	-2.400	8.692	4.000	12.508	9.600	94.605	34.400	83.210	12.000	72.981	2.000	25.387	25.600	108.597	-148.408	-3.200	
-71.200	64.077	-2.400	8.692	3.600	12.508	10.000	94.658	34.800	83.263	12.000	72.981	4.000	25.387	26.400	108.597	-116.871	-3.200	
-71.200	64.077	-2.000	8.745	4.000	12.561	10.400	94.658	35.600	83.210	12.400	72.928	5.600	25.334	27.600	108.597	-79.769	-3.200	
-70.800	64.077	-1.600	8.745	4.400	12.614	10.800	94.658	36.400	83.210	12.400	72.928	6.400	25.334	29.200	108.597	-33.392	-3.200	
-70.400	64.077	-1.200	8.745	4.000	12.667	10.800	94.658	36.800	83.210	12.400	72.981	6.800	25.334	30.400	108.597	48.233	-3.200	
-70.000	64.077	-1.200	8.745	3.200	12.667	11.200	94.605	36.800	83.210	12.000	72.981	6.800	25.387	31.200	108.597	163.249	-3.600	
-69.600	64.077	-1.200	8.745	2.800	12.667	11.600	94.658	36.400	83.210	12.000	72.981	6.000	25.387	31.600	108.597	296.816	-3.600	
-69.600	64.077	-0.800	8.692	3.600	12.614	12.000	94.658	36.400	83.210	11.600	72.981	4.400	25.387	32.400	108.597	447.079	-4.000	
-69.200	64.077	-0.400	8.692	3.600	12.561	12.000	94.605	36.400	83.263	11.200	72.981	2.400	25.387	32.800	108.597	612.183	-4.000	
-69.200	64.077	-0.400	8.692	3.200	12.508	12.400	94.658	36.000	83.263	10.800	72.981	0.400	25.387	33.200	108.597	784.707	-4.000	
-69.200	64.077	-0.800	8.692	2.000	12.508	12.800	94.658	34.800	83.263	10.400	72.981	-1.600	25.387	33.200	108.597	953.521	-4.000	
-69.200	64.077	-1.200	8.692	1.200	12.508	13.200	94.658	33.600	83.263	9.600	72.981	-2.800	25.387	32.800	108.597	1116.770	-4.000	
-69.200	64.077	-1.600	8.745	1.600	12.561	13.200	94.658	32.800	83.263	9.200	72.981	-3.200	25.387	32.400	108.597	1267.033	-4.400	
-69.200	64.077	-1.600	8.745	1.600	12.614	13.600	94.605	32.400	83.210	9.200	72.981	-3.200	25.334	31.600	108.597	1382.050	-4.400	
-69.200	64.077	-1.600	8.745	0.800	12.667	14.400	94.605	31.600	83.263	8.800	72.981	-3.600	25.387	31.200	108.597	1443.268	-4.400	
-69.200	64.077	-2.400	8.745	-0.400	12.667	14.800	94.605	30.400	83.263	8.400	72.928	-4.000	25.387	30.800	108.597	1445.123	-4.400	
-69.200	64.077	-2.400	8.745	-0.800	12.667	15.600	94.605	29.200	83.263	8.000	72.981	-4.000	25.387	30.000	108.597	1387.615	-4.400	
-69.200	64.077	-2.400	8.745	0.000	12.614	16.000	94.658	28.800	83.263	7.600	72.981	-3.600	25.387	29.600	108.597	1293.005	-4.400	
-69.200	64.077	-2.000	8.692	0.400	12.561	16.800	94.605	28.800	83.210	7.600	72.981	-3.200	25.387	28.800	108.597	1146.452	-4.400	
-68.800	64.077	-1.600	8.692	0.000	12.508	17.200	94.658	28.800	83.263	7.200	72.981	-2.800	25.387	28.400	108.597	912.709	-4.400	
-68.800	64.077	-0.800	8.692	-1.200	12.508	17.600	94.658	28.400	83.263	7.200	72.928	-2.800	25.387	28.000	108.597	636.299	-4.800	
-68.800	64.077	0.000	8.692	-2.000	12.508	18.000	94.605	28.000	83.210	6.800	72.981	-3.200	25.387	27.600	108.597	398.847	-4.400	
-68.800	64.077	1.200	8.692	-1.200	12.561	18.000	94.658	28.000	83.263	6.400	72.928	-3.600	25.387	26.800	108.597	209.626	-4.400	
-68.800	64.077	2.000	8.745	-0.800	12.614	18.000	94.605	28.800	83.263	6.000	72.981	-3.600	25.334	26.400	108.597	20.406	-4.400	
-68.800	64.077	2.800	8.745	-1.200	12.667	18.000	94.658	28.800	83.263	5.600	72.981	-4.000	25.334	26.400	108.597	-157.684	-4.000	
-68.800	64.077	3.200	8.745	-2.800	12.667	18.000	94.605	28.400	83.263	5.200	72.981	-4.800	25.387	26.400	108.597	-300.526	-4.000	
-68.800	64.077	3.600	8.745	-2.800	12.667	18.000	94.605	27.600	83.263	4.800	72.981	-5.600	25.387	26.000	108.597	-389.571	-3.600	
-68.800	64.077	4.000	8.745	-2.000	12.614	18.000	94.658	26.800	83.263	4.400	72.981	-6.000	25.387	25.600	108.597	-417.398	-3.600	
-68.800	64.077	4.000	8.692	-1.200	12.561	18.000	94.605	26.400	83.263	4.000	72.981	-6.000	25.387	25.200	108.597	-396.991	-3.600	
-68.800	64.077	4.000	8.692	-1.600	12.508	18.000	94.605	25.600	83.263	3.600	72.981	-5.600	25.387	24.400	108.597	-358.034	-3.200	
-68.400	64.077	3.200	8.692	-2.400	12.508	17.600	94.605	24.400	83.263	3.200	72.981	-5.600	25.387	24.000	108.597	-307.947	-3.200	
-68.400	64.077	2.800	8.692	-2.800	12.508	17.600	94.605	23.200	83.263	2.800	72.981	-6.000	25.387	23.200	108.597	-248.583	-3.200	
-68.000	64.077	2.800	8.745	-2.000	12.561	17.600	94.605	22.400	83.263	2.800	72.981	-6.000	25.387	22.400	108.597	-196.641	-3.200	
-67.600	64.077	2.400	8.745	-1.200	12.614	17.600	94.658	22.400	83.263	2.400	72.981	-5.600	25.334	21.200	108.597	-163.249	-3.200	
-67.600	64.077	2.400	8.745	-1.600	12.667	17.600	94.658	22.000	83.263	2.400	72.981	-5.200	25.334	19.600	108.597	-137.277	-3.200	
-67.200	64.077	2.000	8.745	-2.800	12.667	17.600	94.605	21.600	83.263	2.800	72.981	-4.800	25.334	18.000	108.597	-115.016	-2.800	
-66.800	64.077	1.600	8.745	-2.800	12.667	17.200	94.605	21.600	83.263	2.800	72.981	-3.200	25.387	16.400	108.597	-103.886	-2.800	
-66.800	64.077	2.000	8.745	-2.000	12.614	17.200	94.605	22.400	83.263	3.200	72.981	-1.600	25.387	15.200	108.597	-85.335	-3.200	
-66.400	64.077	2.000	8.692	-1.200	12.561	16.800	94.605	23.200	83.263	3.600	72.981	-0.400	25.387	14.400	108.597	-68.639	-3.200	
-66.400	64.077	1.600	8.692	-1.200	12.508	16.800	94.658	23.200	83.263	4.400	72.928	0.800	25.387	14.000	108.597	-66.784	-3.200	
-66.400	64.077	1.200	8.692	-1.200	12.508	16.400	94.658	23.600	83.210	5.200	72.981	2.000	25.387	13.200	108.597	-59.363	-3.200	
-66.000	64.077	0.800	8.745	-1.200	12.508	16.400	94.658	23.600	83.263	6.400	72.928	3.600	25.334	12.800	108.597	-44.522	-3.600	
-66.000	64.077	0.800	8.692	0.000	12.561	16.000	94.658	24.800	83.263	7.200	72.928	5.600	25.334	12.400	108.597	-42.667	-3.600	
-65.600	64.077	0.800	8.745	1.200	12.614	16.000	94.605	25.600	83.210	8.400	72.928	7.200	25.334	12.400	108.597	-50.088	-4.000	
-65.600	64.077	0.400	8.745	0.800	12.667	16.000	94.658	26.400	83.263	10.000	72.928	8.000	25.334	12.800	108.597	-63.073	-4.000	
-65.200	64.077	0.000	8.745	-0.400	12.667	15.600	94.605	26.400	83.263	11.200	72.981	8.000	25.334	13.200	108.597	-76.059	-4.400	
-64.800	64.077	0.000	8.745	-0.800	12.667	15.600	94.658	26.800	83.263	12.800	72.928	7.200	25.387	13.600	108.597	-83.480	-4.400	
-64.400	64.077	0.000	8.745	0.400	12.614	15.200	94.605	27.200	83.263	14.000	72.928	6.800	25.387	13.200	108.597	-83.480	-4.400	
-64.000	64.077	0.000	8.692	1.200	12.561	15.200	94.658	28.400	83.263	15.600	72.981	6.000	25.387	12.800	108.597	-87.190	-4.400	
-63.600	64.077	0.000	8.692	0.800	12.508	14.800	94.658	28.800	83.263	16.800	72.928	4.400	25.387	12.800	108.597	-98.320	-4.400	
-63.200	64.077	-0.400	8.692	-0.400	12.508	14.400	94.658	28.800	83.263	18.400	72.928	2.800	25.387	12.800	108.597	-98.320	-4.400	
-62.800	64.077	-0.800	8.692	-0.800	12.508	13.600	94.605	28.800	83.263	19.600	72.981	1.200	25.387	12.400	108.597	-85.335	-4.400	
-62.000	64.077	-0.800	8.745	0.000	12.561	13.200	94.658	29.200	83.263	20.400	72.928	-0.400	25.334	11.600	108.597	-76.059	-4.400	
-61.600	64.077	-0.800	8.745	0.800	12.614	13.200	94.658	29.200	83.263	21.600	72.928	-2.000	25.387	11.200	108.597	-81.624	-4.400	
-60.800	64.077	-0.800	8.745	0.400	12.667	12.800	94.658	29.200	83.263	22.000	72.928	-2.800	25.334	10.400	108.597	-87.190	-4.000	
-60.000	64.077	-1.200	8.745	0.000	12.667	12.400	94.605	28.400	83.263	22.800	72.928	-3.200	25.334	10.000	108.597	-79.769	-4.000	
-59.200	64.077	-1.200	8.745	0.000	12.614	12.400	94.658	27.200	83.263	23.200	72.928	-2.800	25.387	8.800	108.597	-74.204	-4.000	
-58.400	64.077	-1.200	8.745	1.200	12.614	12.000	94.658	26.000	83.263	23.200	72.928	-2.000	25.387	8.000	108.650	-72.349	-3.600	
-57.200	64.024	-1.200	8.745	2.400	12.561	12.400	94.658	24.800	83.263	23.200	72.928	-1.200	25.387	6.800	108.597	-70.494	-4.000	
-56.000	64.077	-1.200	8.692	3.200	12.508	12.400	94.658	24.000	83.263	23.200	72.928	-1.200	25.387	6.000	108.597	-68.639	-4.000	
-54.400	64.024	-1.200	8.692	3.600	12.508	12.400	94.658	22.400	83.263	22.800	72.981	-1.600	25.387	4.800	108.650	-57.508	-4.000	
-53.200	64.077	-0.800	8.692	4.000	12.508	12.400	94.658	20.800	83.263	22.000	72.981	-2.000	25.387	4.000	108.650	-40.812	-4.000	
-51.600	64.024	-0.400	8.692	5.600	12.561	12.400	94.658	18.800	83.263	21.200	72.981	-2.800	25.334	2.800	108.597	-37.102	-4.000	
-50.000	64.024	-0.400	8.745	6.800	12.614	12.800	94.658	17.600	83.263	20.400	72.928	-3.600	25.387	2.400	108.650	-44.522	-4.400	
-48.000	64.024	-0.400	8.745	6.800	12.667	12.800	94.658	16.800	83.263	19.600	72.928	-4.400	25.334	1.600	108.597	-42.667	-4.400	
-46.400	64.024	-0.800	8.745	6.400	12.667	13.200	94.658	16.000	83.263	18.800	72.928	-5.200	25.334	1.200	108.597	-31.537	-4.800	
-44.800	64.024	-1.200	8.745	6.400	12.667	13.600	94.605	14.800	83.263	18.000	72.981	-6.000	25.387	0.800	108.597	-22.261	-4.800	
-43.600	64.024	-0.800	8.745	7.200	12.614	13.600	94.658	14.400	83.263	16.800	72.928	-6.400	25.387	0.800	108.597	-16.696	-5.200	
-42.000	64.024	-0.800	8.745	7.600	12.561	14.000	94.605	14.000	83.263	15.600	72.981	-6.000	25.387	0.400	108.597	-12.986	-4.800	
-40.800	64.024	-1.200	8.745	6.800	12.508	14.400	94.605	14.000	83.263	14.800	72.981	-5.200	25.387	0.400	108.597	-24.116	-4.800	
-39.600	64.024	-2.000	8.692	6.000	12.508	14.800	94.658	13.200	83.263	14.000	72.981	-5.200	25.387	0.000	108.650	-37.102	-4.800	
-38.800	64.024	-2.800	8.745	5.200	12.508	15.200	94.605	12.800	83.263	13.200	72.981	-4.800	25.387	-0.400	108.597	-40.812	-4.800	
-38.000	64.024	-2.800	8.692	5.600	12.561	15.600	94.658	12.400	83.263	12.400	72.981	-4.000	25.334	-0.400	108.597	-57.508	-4.400	
-37.200	64.024	-2.800	8.745	6.400	12.614	16.000	94.605	12.400	83.263	11.600	72.981	-3.200	25.334	-0.400	108.597	-85.335	-4.400	
-36.400	64.024	-3.600	8.745	6.000	12.667	16.400	94.658	12.400	83.263	11.200	72.981	-2.400	25.334	-0.400	108.650	-89.045	-4.000	
-35.600	64.024	-4.000	8.745	5.200	12.667	16.800	94.605	12.000	83.263	10.800	72.981	-2.400	25.387	-0.800	108.650	-66.784	-4.000	
-34.800	64.024	-4.400	8.745	5.200	12.667	16.800	94.658	11.600	83.263	10.000	72.981	-3.200	25.387	-0.800	108.597	-57.508	-3.600	
-34.000	64.024	-4.400	8.745	6.400	12.614	16.800	94.605	11.200	83.263	9.600	72.981	-3.600	25.387	-0.800	108.597	-68.639	-3.200	
-32.800	64.024	-4.400	8.745	6.800	12.561	16.400	94.658	11.600	83.263	8.800	72.981	-4.000	25.387	-0.800	108.597	-59.363	-2.800	
-31.600	64.024	-4.800	8.692	6.000	12.508	16.400	94.658	11.600	83.263	8.400	72.981	-4.400	25.387	-0.400	108.597	-44.522	-2.400	
-30.400	64.024	-5.200	8.745	4.800	12.508	16.400	94.605	11.200	83.263	8.000	72.981	-4.400	25.387	0.000	108.597	-44.522	-2.000	
-29.200	64.024	-5.200	8.692	3.600	12.508	16.400	94.658	10.400	83.263	7.600	72.981	-4.400	25.387	0.400	108.597	-42.667	-1.600	
-27.600	64.024	-5.200	8.692	3.600	12.561	16.400	94.658	9.600	83.263	7.200	72.981	-4.400	25.334	1.200	108.597	-38.957	-1.200	
-26.000	64.024	-5.200	8.745	4.000	12.614	16.400	94.605	9.200	83.263	6.800	72.981	-4.400	25.334	2.000	108.597	-27.827	-0.800	
-24.400	64.024	-5.200	8.745	3.200	12.667	16.400	94.605	8.800	83.263	6.400	72.981	-4.400	25.334	3.200	108.597	-5.565	-0.400	
-22.400	64.024	-4.800	8.745	2.000	12.667	16.400	94.658	8.000	83.263	6.000	72.981	-4.400	25.334	3.600	108.597	11.131	0.000	
-20.400	64.024	-4.800	8.745	2.000	12.667	16.400	94.605	7.600	83.263	5.200	72.981	-4.000	25.387	4.400	108.597	5.565	0.000	
-18.800	64.024	-4.000	8.745	2.400	12.614	16.400	94.605	7.600	83.263	4.800	72.981	-4.000	25.387	5.200	108.597	-3.710	0.400	
-16.800	64.024	-3.600	8.745	3.200	12.561	16.800	94.658	8.000	83.263	4.400	72.981	-4.800	25.387	6.000	108.597	7.420	0.400	
-15.200	64.024	-3.600	8.692	2.800	12.508	16.800	94.658	8.400	83.263	3.600	72.981	-5.600	25.387	6.800	108.597	16.696	0.400	
-13.200	64.024	-4.000	8.692	2.000	12.508	16.800	94.658	8.400	83.263	3.200	72.981	-6.800	25.387	7.600	108.650	12.986	0.000	
-11.600	64.024	-3.600	8.745	2.000	12.508	17.200	94.658	8.400	83.263	2.400	72.981	-7.600	25.387	8.000	108.597	12.986	0.000	
-10.000	64.024	-3.200	8.692	2.800	12.561	17.200	94.658	8.800	83.263	1.600	72.981	-8.800	25.387	8.400	108.597	14.841	0.000	
-8.400	64.024	-3.200	8.745	3.200	12.614	17.200	94.658	10.000	83.263	0.800	72.981	-9.200	25.334	8.400	108.597	16.696	-0.400	
-6.800	64.024	-3.600	8.745	2.800	12.667	16.800	94.605	10.400	83.263	0.400	72.981	-10.000	25.387	8.400	108.597	22.261	-0.400	
-5.200	64.024	-4.400	8.745	2.000	12.667	16.800	94.658	10.400	83.263	0.000	72.981	-10.400	25.387	8.400	108.597	18.551	-0.800	
-4.000	64.024	-4.800	8.745	2.000	12.667	16.800	94.605	9.600	83.263	-0.800	72.981	-11.600	25.387	8.400	108.597	7.420	-0.800	
-2.400	64.024	-4.800	8.745	3.200	12.614	16.400	94.658	9.200	83.263	-1.200	72.981	-12.800	25.387	8.000	108.597	11.131	-1.200	
-1.200	63.971	-4.800	8.745	4.000	12.561	16.400	94.658	9.200	83.263	-1.600	72.981	-14.000	25.387	7.600	108.597	22.261	-1.200	
0.000	64.024	-4.800	8.692	3.600	12.508	16.000	94.658	9.200	83.263	-2.000	72.981	-14.000	25.387	7.200	108.597	22.261	-1.200	
1.200	64.024	-4.800	8.745	2.800	12.508	15.600	94.605	8.000	83.263	-2.400	72.981	-13.200	25.387	6.800	108.597	37.102	-0.800	
2.400	64.024	-4.800	8.745	2.800	12.508	15.600	94.658	7.200	83.263	-2.800	72.981	-12.800	25.387	6.400	108.597	59.363	-0.800	
3.600	64.024	-4.400	8.745	3.600	12.561	15.600	94.605	6.400	83.263	-3.200	72.981	-12.800	25.334	6.000	108.597	61.218	-0.400	
4.800	64.024	-4.400	8.745	4.400	12.614	15.200	94.658	6.000	83.263	-3.600	72.981	-12.800	25.334	6.400	108.597	48.233	0.000	
6.000	63.971	-4.000	8.745	4.000	12.667	15.200	94.658	5.600	83.263	-3.600	72.981	-12.800	25.387	6.000	108.597	44.522	0.800	
7.200	63.971	-4.000	8.745	2.400	12.667	15.200	94.605	4.800	83.263	-4.000	72.981	-13.600	25.387	6.000	108.597	51.943	1.200	
8.400	63.971	-4.000	8.745	2.000	12.614	14.800	94.658	4.000	83.263	-4.000	72.981	-14.400	25.387	6.000	108.597	63.073	1.600	
9.600	63.971	-3.600	8.745	2.800	12.614	14.800	94.658	3.600	83.263	-4.000	72.981	-15.600	25.387	6.000	108.650	70.494	2.000	
10.800	63.971	-3.200	8.692	3.600	12.561	14.400	94.658	4.000	83.263	-4.400	72.981	-16.800	25.387	5.600	108.597	74.204	2.400	
12.000	63.971	-3.200	8.692	3.600	12.508	14.000	94.658	4.000	83.263	-4.400	72.981	-18.800	25.387	5.600	108.650	63.073	2.400	
13.200	63.971	-2.800	8.692	2.800	12.508	13.600	94.658	3.600	83.263	-4.400	72.981	-20.800	25.387	4.800	108.650	48.233	2.800	
14.800	63.971	-2.400	8.692	2.400	12.508	12.800	94.658	2.800	83.263	-4.400	72.981	-23.200	25.387	4.400	108.597	55.653	2.800	
16.000	63.971	-2.000	8.692	3.200	12.561	12.000	94.658	2.800	83.263	-4.400	72.981	-25.600	25.387	3.600	108.650	72.349	3.200	
17.200	63.971	-1.200	8.745	4.000	12.614	11.200	94.658	3.200	83.263	-4.400	72.981	-28.000	25.387	3.200	108.597	79.769	3.200	
18.800	63.971	-0.800	8.745	3.600	12.667	10.400	94.658	2.800	83.263	-4.400	72.981	-29.600	25.387	2.400	108.597	83.480	3.200	
20.000	63.971	-0.800	8.745	2.400	12.667	9.600	94.658	2.400	83.263	-4.000	72.981	-31.200	25.387	1.600	108.597	81.624	3.200	
